soc_code,onet_soc_code,occupation_title,education_level,respondent_share_percent,source_date,rank
51-7031,51-7031.00,"Model Makers, Wood",Less than high school diploma,30.21,08/2024,2
51-7031,51-7031.00,"Model Makers, Wood",High school diploma or equivalent,20.3,08/2024,3
51-7031,51-7031.00,"Model Makers, Wood",Bachelor's degree,14.33,08/2024,4
51-7031,51-7031.00,"Model Makers, Wood","Some college, no degree",4.32,08/2024,5
51-7032,51-7032.00,"Patternmakers, Wood",High school diploma or equivalent,57.25,08/2021,1
51-7032,51-7032.00,"Patternmakers, Wood",Post-secondary certificate,26.45,08/2021,2
51-7032,51-7032.00,"Patternmakers, Wood","Some college, no degree",15.6,08/2021,3
51-7032,51-7032.00,"Patternmakers, Wood",Less than high school diploma,0.7,08/2021,4
51-7032,51-7032.00,"Patternmakers, Wood",Associate's degree,0.0,08/2021,5
51-7032,51-7032.00,"Patternmakers, Wood",Bachelor's degree,0.0,08/2021,6
51-7041,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",High school diploma or equivalent,59.25,07/2013,1
51-7041,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Less than high school diploma,21.75,07/2013,2
51-7041,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Post-secondary certificate,9.5,07/2013,3
51-7041,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood","Some college, no degree",9.5,07/2013,4
51-7041,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Associate's degree,0.0,07/2013,5
51-7041,51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",Bachelor's degree,0.0,07/2013,6
51-7042,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",High school diploma or equivalent,73.06,07/2015,1
51-7042,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Less than high school diploma,20.67,07/2015,2
51-7042,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Post-secondary certificate,4.55,07/2015,3
51-7042,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Bachelor's degree,1.72,07/2015,4
51-7042,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing","Some college, no degree",0.0,07/2015,5
51-7042,51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",Associate's degree,0.0,07/2015,6
51-8011,51-8011.00,Nuclear Power Reactor Operators,High school diploma or equivalent,50.09,07/2014,1
51-8011,51-8011.00,Nuclear Power Reactor Operators,Post-secondary certificate,15.73,07/2014,2
51-8011,51-8011.00,Nuclear Power Reactor Operators,Bachelor's degree,15.32,07/2014,3
51-8011,51-8011.00,Nuclear Power Reactor Operators,Associate's degree,12.63,07/2014,4
51-8011,51-8011.00,Nuclear Power Reactor Operators,"Some college, no degree",6.22,07/2014,5
51-8011,51-8011.00,Nuclear Power Reactor Operators,Less than high school diploma,0.0,07/2014,6
51-8012,51-8012.00,Power Distributors and Dispatchers,Post-secondary certificate,40.32,08/2024,1
51-8012,51-8012.00,Power Distributors and Dispatchers,Associate's degree,24.05,08/2024,2
51-8012,51-8012.00,Power Distributors and Dispatchers,High school diploma or equivalent,21.55,08/2024,3
51-8012,51-8012.00,Power Distributors and Dispatchers,"Some college, no degree",8.44,08/2024,4
51-8012,51-8012.00,Power Distributors and Dispatchers,Bachelor's degree,5.64,08/2024,5
51-8012,51-8012.00,Power Distributors and Dispatchers,Less than high school diploma,0.0,08/2024,6
51-8013,51-8013.00,Power Plant Operators,High school diploma or equivalent,59.81,08/2024,1
51-8013,51-8013.03,Biomass Plant Technicians,High school diploma or equivalent,46.51,08/2020,2
51-8013,51-8013.04,Hydroelectric Plant Technicians,Associate's degree,34.02,08/2024,3
51-8013,51-8013.04,Hydroelectric Plant Technicians,Post-secondary certificate,33.97,08/2024,4
51-8013,51-8013.04,Hydroelectric Plant Technicians,"Some college, no degree",22.39,08/2024,5
51-8013,51-8013.03,Biomass Plant Technicians,Post-secondary certificate,21.85,08/2020,6
51-8021,51-8021.00,Stationary Engineers and Boiler Operators,Post-secondary certificate,47.15,08/2023,1
51-8021,51-8021.00,Stationary Engineers and Boiler Operators,High school diploma or equivalent,37.8,08/2023,2
51-8021,51-8021.00,Stationary Engineers and Boiler Operators,Associate's degree,10.52,08/2023,3
51-8021,51-8021.00,Stationary Engineers and Boiler Operators,"Some college, no degree",4.53,08/2023,4
51-8021,51-8021.00,Stationary Engineers and Boiler Operators,Less than high school diploma,0.0,08/2023,5
51-8021,51-8021.00,Stationary Engineers and Boiler Operators,Bachelor's degree,0.0,08/2023,6
51-8091,51-8091.00,Chemical Plant and System Operators,Post-secondary certificate,0.97,07/2015,1
51-8091,51-8091.00,Chemical Plant and System Operators,"Some college, no degree",0.51,07/2015,2
51-8091,51-8091.00,Chemical Plant and System Operators,Master's degree,0.3,07/2015,3
51-8091,51-8091.00,Chemical Plant and System Operators,Associate's degree,0.21,07/2015,4
51-8091,51-8091.00,Chemical Plant and System Operators,Doctoral degree,0.21,07/2015,5
51-8091,51-8091.00,Chemical Plant and System Operators,Less than high school diploma,0.0,07/2015,6
51-8092,51-8092.00,Gas Plant Operators,High school diploma or equivalent,58.44,08/2023,1
51-8092,51-8092.00,Gas Plant Operators,Post-secondary certificate,31.05,08/2023,2
51-8092,51-8092.00,Gas Plant Operators,Associate's degree,10.51,08/2023,3
51-8092,51-8092.00,Gas Plant Operators,Less than high school diploma,0.0,08/2023,4
51-8092,51-8092.00,Gas Plant Operators,"Some college, no degree",0.0,08/2023,5
51-8092,51-8092.00,Gas Plant Operators,Bachelor's degree,0.0,08/2023,6
51-8093,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",High school diploma or equivalent,97.02,08/2023,1
51-8093,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Post-secondary certificate,1.69,08/2023,2
51-8093,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers","Some college, no degree",1.29,08/2023,3
51-8093,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Less than high school diploma,0.0,08/2023,4
51-8093,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Associate's degree,0.0,08/2023,5
51-8093,51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",Bachelor's degree,0.0,08/2023,6
51-8099,51-8099.01,Biofuels Processing Technicians,High school diploma or equivalent,71.18,07/2016,1
51-8099,51-8099.01,Biofuels Processing Technicians,Post-secondary certificate,18.07,07/2016,2
51-8099,51-8099.01,Biofuels Processing Technicians,Associate's degree,5.69,07/2016,3
51-8099,51-8099.01,Biofuels Processing Technicians,"Some college, no degree",3.21,07/2016,4
51-8099,51-8099.01,Biofuels Processing Technicians,Less than high school diploma,1.85,07/2016,5
51-8099,51-8099.01,Biofuels Processing Technicians,Bachelor's degree,0.0,07/2016,6
51-9011,51-9011.00,Chemical Equipment Operators and Tenders,High school diploma or equivalent,48.79,07/2015,1
51-9011,51-9011.00,Chemical Equipment Operators and Tenders,"Some college, no degree",20.64,07/2015,2
51-9011,51-9011.00,Chemical Equipment Operators and Tenders,Post-secondary certificate,13.5,07/2015,3
51-9011,51-9011.00,Chemical Equipment Operators and Tenders,Associate's degree,13.5,07/2015,4
51-9011,51-9011.00,Chemical Equipment Operators and Tenders,Less than high school diploma,1.8,07/2015,5
51-9011,51-9011.00,Chemical Equipment Operators and Tenders,Bachelor's degree,1.77,07/2015,6
51-9012,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",High school diploma or equivalent,90.81,07/2015,1
51-9012,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Less than high school diploma,4.72,07/2015,2
51-9012,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Post-secondary certificate,1.92,07/2015,3
51-9012,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders","Some college, no degree",1.47,07/2015,4
51-9012,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Bachelor's degree,0.76,07/2015,5
51-9012,51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",Post-baccalaureate certificate,0.32,07/2015,6
51-9021,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",High school diploma or equivalent,61.72,08/2024,1
51-9021,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Less than high school diploma,19.39,08/2024,2
51-9021,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Post-secondary certificate,1.23,08/2024,3
51-9021,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Associate's degree,0.0,08/2024,4
51-9021,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Bachelor's degree,0.0,08/2024,5
51-9021,51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",Post-baccalaureate certificate,0.0,08/2024,6
51-9022,51-9022.00,"Grinding and Polishing Workers, Hand",High school diploma or equivalent,37.33,08/2023,1
51-9022,51-9022.00,"Grinding and Polishing Workers, Hand",Less than high school diploma,26.74,08/2023,2
51-9022,51-9022.00,"Grinding and Polishing Workers, Hand","Some college, no degree",11.9,08/2023,3
51-9022,51-9022.00,"Grinding and Polishing Workers, Hand",Associate's degree,0.0,08/2023,4
51-9022,51-9022.00,"Grinding and Polishing Workers, Hand",Bachelor's degree,0.0,08/2023,5
51-9022,51-9022.00,"Grinding and Polishing Workers, Hand",Post-baccalaureate certificate,0.0,08/2023,6
51-9023,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",High school diploma or equivalent,80.32,08/2023,1
51-9023,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Post-secondary certificate,11.87,08/2023,2
51-9023,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders","Some college, no degree",6.3,08/2023,3
51-9023,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Less than high school diploma,1.51,08/2023,4
51-9023,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Associate's degree,0.0,08/2023,5
51-9023,51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",Bachelor's degree,0.0,08/2023,6
51-9031,51-9031.00,"Cutters and Trimmers, Hand",Less than high school diploma,72.8,08/2019,1
51-9031,51-9031.00,"Cutters and Trimmers, Hand",High school diploma or equivalent,16.38,08/2019,2
51-9031,51-9031.00,"Cutters and Trimmers, Hand","Some college, no degree",5.67,08/2019,3
51-9031,51-9031.00,"Cutters and Trimmers, Hand",Associate's degree,5.15,08/2019,4
51-9031,51-9031.00,"Cutters and Trimmers, Hand",Post-secondary certificate,0.0,08/2019,5
51-9031,51-9031.00,"Cutters and Trimmers, Hand",Bachelor's degree,0.0,08/2019,6
51-9032,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",High school diploma or equivalent,55.36,07/2016,1
51-9032,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Less than high school diploma,38.14,07/2016,2
51-9032,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Post-secondary certificate,4.91,07/2016,3
51-9032,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders","Some college, no degree",1.29,07/2016,4
51-9032,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Post-baccalaureate certificate,0.29,07/2016,5
51-9032,51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",Associate's degree,0.0,07/2016,6
51-9041,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",High school diploma or equivalent,78.21,07/2016,1
51-9041,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Post-secondary certificate,9.07,07/2016,2
51-9041,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders","Some college, no degree",7.77,07/2016,3
51-9041,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",First professional degree,3.9,07/2016,4
51-9041,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Less than high school diploma,0.72,07/2016,5
51-9041,51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",Associate's degree,0.33,07/2016,6
51-9051,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",High school diploma or equivalent,55.94,07/2015,1
51-9051,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Less than high school diploma,21.43,07/2015,2
51-9051,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Post-secondary certificate,15.92,07/2015,3
51-9051,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders","Some college, no degree",3.9,07/2015,4
51-9051,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Bachelor's degree,1.84,07/2015,5
51-9051,51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",Associate's degree,0.97,07/2015,6
51-9061,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",High school diploma or equivalent,69.81,08/2020,1
51-9061,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Post-secondary certificate,26.89,08/2020,2
51-9061,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers","Some college, no degree",2.64,08/2020,3
51-9061,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Associate's degree,0.66,08/2020,4
51-9061,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Less than high school diploma,0.0,08/2020,5
51-9061,51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",Bachelor's degree,0.0,08/2020,6
51-9071,51-9071.06,Gem and Diamond Workers,High school diploma or equivalent,57.85,06/2008,1
51-9071,51-9071.00,Jewelers and Precious Stone and Metal Workers,High school diploma or equivalent,25.34,08/2025,2
51-9071,51-9071.00,Jewelers and Precious Stone and Metal Workers,Post-secondary certificate,21.43,08/2025,3
51-9071,51-9071.00,Jewelers and Precious Stone and Metal Workers,"Some college, no degree",19.45,08/2025,4
51-9071,51-9071.06,Gem and Diamond Workers,Bachelor's degree,19.01,06/2008,5
51-9071,51-9071.00,Jewelers and Precious Stone and Metal Workers,Associate's degree,16.5,08/2025,6
51-9081,51-9081.00,Dental Laboratory Technicians,High school diploma or equivalent,51.74,08/2022,1
51-9081,51-9081.00,Dental Laboratory Technicians,Post-secondary certificate,18.16,08/2022,2
51-9081,51-9081.00,Dental Laboratory Technicians,Less than high school diploma,13.23,08/2022,3
51-9081,51-9081.00,Dental Laboratory Technicians,"Some college, no degree",7.43,08/2022,4
51-9081,51-9081.00,Dental Laboratory Technicians,Master's degree,5.68,08/2022,5
51-9081,51-9081.00,Dental Laboratory Technicians,Associate's degree,1.89,08/2022,6
51-9082,51-9082.00,Medical Appliance Technicians,Associate's degree,26.27,07/2015,1
51-9082,51-9082.00,Medical Appliance Technicians,High school diploma or equivalent,21.22,07/2015,2
51-9082,51-9082.00,Medical Appliance Technicians,Bachelor's degree,18.17,07/2015,3
51-9082,51-9082.00,Medical Appliance Technicians,Post-secondary certificate,10.16,07/2015,4
51-9082,51-9082.00,Medical Appliance Technicians,Master's degree,9.51,07/2015,5
51-9082,51-9082.00,Medical Appliance Technicians,"Some college, no degree",8.63,07/2015,6
51-9083,51-9083.00,Ophthalmic Laboratory Technicians,High school diploma or equivalent,56.4,07/2015,1
51-9083,51-9083.00,Ophthalmic Laboratory Technicians,"Some college, no degree",14.58,07/2015,2
51-9083,51-9083.00,Ophthalmic Laboratory Technicians,Post-secondary certificate,8.82,07/2015,3
51-9083,51-9083.00,Ophthalmic Laboratory Technicians,Associate's degree,6.54,07/2015,4
51-9083,51-9083.00,Ophthalmic Laboratory Technicians,Less than high school diploma,4.83,07/2015,5
51-9083,51-9083.00,Ophthalmic Laboratory Technicians,Bachelor's degree,3.73,07/2015,6
51-9111,51-9111.00,Packaging and Filling Machine Operators and Tenders,High school diploma or equivalent,79.69,07/2017,1
51-9111,51-9111.00,Packaging and Filling Machine Operators and Tenders,Associate's degree,2.22,07/2017,2
51-9111,51-9111.00,Packaging and Filling Machine Operators and Tenders,Post-secondary certificate,0.82,07/2017,3
51-9111,51-9111.00,Packaging and Filling Machine Operators and Tenders,"Some college, no degree",0.0,07/2017,4
51-9111,51-9111.00,Packaging and Filling Machine Operators and Tenders,Bachelor's degree,0.0,07/2017,5
